name,type,wzd_offset,mgc_offset,init,wzd_file,mgc_file,xrefs
_enemy_city_seg,SAMB_ptr,949E,-,,MoX\src\MOM_DAT.c:1690,-,N/A
_event_delay_count,int16_t,4A32,-,0,MoM\src\EVENTS.c:89,-,N/A
_game_button,int16_t,C07E,-,,MoM\src\MainScr.c:309,-,N/A
_garrison_window_start_x,int16_t,BFA4,-,,MoX\src\MOM_DAT.c:3012,-,N/A
_garrison_window_start_y,int16_t,BFA2,-,,MoX\src\MOM_DAT.c:3009,-,N/A
_gf_bsize,int16_t,E5E6,-,,MoX\src\GFILE.c:26,-,N/A
_gf_fhandle,FILE *,E5E8,-,,MoX\src\GFILE.c:29,-,N/A
_given_chance_to_rename_home_city,int16_t,2E14,-,ST_FALSE,MoM\src\MainScr.c:84,-,N/A
_global_esc,int16_t,8270,-,ST_FALSE,MoX\src\Fields.c:280,-,N/A
_hof_button,int16_t,-,52B8,,-,MoM\src\MainMenu.c:94,N/A
_human_player_idx,int16_t,BD8C,-,,MoX\src\MOM_DAT.h:4165,-,N/A
_info_button,int16_t,C074,-,,MoM\src\MainScr.c:299,-,N/A
_item_window_start_x,int16_t,C28E,-,,MoM\src\ItemScrn.c:143,-,N/A
_item_window_start_y,int16_t,C28C,-,,MoM\src\ItemScrn.c:140,-,N/A
_load_button,int16_t,-,52B2,,-,MoM\src\MainMenu.c:90,N/A
_magic_building_names,char *,0162,-,,MoX\src\MOM_DAT.h:2374,-,N/A
_magic_button,int16_t,C076,-,,MoM\src\MainScr.c:301,-,N/A
_main_map_grid_field,int16_t,9740,-,,MoM\src\MainScr.c:519,-,N/A
_main_map_grid_x,int64_t,974E,-,,MoM\src\MainScr.h:53,-,N/A
_main_map_grid_y,int64_t,9750,-,,MoM\src\MainScr.c:543,-,N/A
_map_square_flags,uint8_t *,9CB4,-,,MoX\src\MOM_DAT.h:4021,-,N/A
_map_square_terrain_specials,uint8_t *,9CB8,-,,MoX\src\MOM_DAT.h:4024,-,N/A
_minimap_grid_field,int16_t,973E,-,,MoM\src\MainScr.c:517,-,N/A
_minimap_grid_x,int64_t,9742,-,,MoM\src\MainScr.c:521,-,N/A
_minimap_grid_y,int64_t,9744,-,,MoM\src\MainScr.c:524,-,N/A
_msg_abort_1,char,699F,-,,MoM\src\SBookScr.c:52,-,N/A
_msg_abort_2,char,69B6,-,,MoM\src\SBookScr.c:56,-,N/A
_msg_abort_3,char,69BC,-,,MoM\src\SBookScr.c:59,-,N/A
_msg_city_cant_produce_1,char,2FFC,-,,MoX\src\MOM_DAT.c:659,-,N/A
_msg_city_cant_produce_2,char,3001,-,,MoX\src\MOM_DAT.c:663,-,N/A
_msg_city_cant_produce_3,char,3006,-,,MoX\src\MOM_DAT.c:665,-,N/A
_msg_city_cant_produce_4,char,2FFF,-,,MoX\src\MOM_DAT.c:661,-,N/A
_msg_city_cant_produce_5,char,301E,-,,MoX\src\MOM_DAT.c:667,-,N/A
_msg_guardian_kills_spirit,char,3020,-,,MoX\src\MOM_DAT.c:669,-,N/A
_msg_not_enough_food_units_will_die,char,2EC3,-,,MoM\src\MainScr.c:167,-,N/A
_msg_planar_seal_prevents,char,2F8C,-,,MoX\src\MOM_DAT.c:655,-,N/A
_msg_units_cant_planar_travel,char,2FC2,-,,MoX\src\MOM_DAT.c:657,-,N/A
_new_button,int16_t,-,52E6,,-,MoM\src\MainMenu.c:109,N/A
_next_turn_button,int16_t,C050,-,,MoM\src\MainScr.c:269,-,N/A
_objective_type_names,char *,1FD4,-,,MoX\src\MOM_DAT.c:429,-,N/A
_ok_button,int16_t,-,8E92,0,-,MoM\src\NewGame.c:350,N/A
_osc_anim_ctr,int16_t,CA14,-,,MoM\src\Spells137.c:63,-,N/A
_osc_cancel_button_field,int16_t,C174,-,,MoM\src\SCastScr.c:148,-,N/A
_osc_leave_screen,int16_t,CA4B,-,,MoX\src\MOM_DAT.h:4742,-,N/A
_osc_main_map_grid_x,int16_t,C162,-,,MoM\src\SCastScr.c:124,-,N/A
_osc_main_map_grid_y,int16_t,C15F,-,,MoM\src\SCastScr.c:120,-,N/A
_osc_map_plane,int16_t,C140,-,,MoM\src\SCastScr.c:88,-,N/A
_osc_mouse_image_cycle,int16_t,3312,-,0,MoM\src\SCastScr.c:44,-,N/A
_osc_mouse_image_num,int16_t,C16C,-,,MoM\src\SCastScr.c:138,-,N/A
_osc_need_target_flag,int16_t,CA4E,-,,MoX\src\MOM_DAT.h:4747,-,N/A
_osc_panel_title,char *,C146,-,,MoM\src\SCastScr.c:95,-,N/A
_osc_spell_idx,int16_t,C13E,-,,MoM\src\SCastScr.c:83,-,N/A
_osc_spell_target_type,int16_t,C164,-,,MoM\src\SCastScr.c:126,-,N/A
_page_flip_effect,int16_t,9C8E,-,,MoX\src\MOX_T4.c:157,-,N/A
_patrol_button,int16_t,C06E,-,,MoM\src\MainScr.c:293,-,N/A
_personality_type_names,char *,1FBC,-,,MoX\src\MOM_DAT.c:413,-,N/A
_plane_button,int16_t,C072,-,,MoM\src\MainScr.c:297,-,N/A
_prev_world_x,int16_t,974C,-,,MoX\src\MOM_DAT.h:4143,-,N/A
_prev_world_y,int16_t,974A,-,,MoX\src\MOM_DAT.c:2872,-,N/A
_quit_active_seg,SAMB_ptr,-,8E8E,0,-,MoM\src\NewGame.c:347,N/A
_quit_button,int16_t,-,52BE,,-,MoM\src\MainMenu.c:98,N/A
_reduced_map_seg,SAMB_ptr,C086,-,,MoX\src\MOM_DAT.c:3153,-,N/A
_screen_seg,SAMB_ptr,998E,-,,MoX\src\MOX_DAT.c:10,-,N/A
_scroll_dn_arrow_seg,SAMB_ptr,C9CC,-,0,MoM\src\REPORT.c:121,-,N/A
_scroll_paper_seg,SAMB_ptr,C9CE,-,,MoX\src\MOM_DAT.c:3397,-,N/A
_scroll_start_x,int16_t,C9D8,-,,MoX\src\MOM_DAT.c:3407,-,N/A
_scroll_text_height,int16_t,C9D6,-,,MoX\src\MOM_DAT.c:3405,-,N/A
_scroll_text_top,int16_t,C9DA,-,,MoX\src\MOM_DAT.c:3409,-,N/A
_scroll_up_arrow_seg,SAMB_ptr,C9CE,-,0,MoM\src\REPORT.c:126,-,N/A
_selection_marker_seg,SAMB_ptr,-,8E96,,-,MoM\src\NewGame.c:1203,N/A
_special_button,int16_t,C070,-,,MoM\src\MainScr.c:295,-,N/A
_spellbook_big_left_corner_seg,SAMB_ptr,9466,-,,MoM\src\Spellbook.c:218,-,N/A
_spellbook_big_right_corner_seg,SAMB_ptr,9462,-,,MoM\src\Spellbook.c:214,-,N/A
_spellbook_big_seg,SAMB_ptr,9460,-,,MoM\src\Spellbook.c:211,-,N/A
_spellbook_small_left_corner_seg,SAMB_ptr,946A,-,,MoM\src\Spellbook.c:224,-,N/A
_spellbook_small_right_corner_seg,SAMB_ptr,9468,-,,MoM\src\Spellbook.c:221,-,N/A
_spellbook_small_seg,SAMB_ptr,946E,-,,MoM\src\Spellbook.c:230,-,N/A
_spellbook_small_symbols,SAMB_ptr,9454,-,,MoM\src\Spellbook.h:305,-,N/A
_spellbook_small_text,SAMB_ptr,9450,-,,MoM\src\Spellbook.c:192,-,N/A
_spells_button,int16_t,C07C,-,,MoM\src\MainScr.c:307,-,N/A
_square_explored,uint8_t *,9CB0,-,,MoX\src\MOM_DAT.h:4018,-,N/A
_temp_sint_1,int16_t,CA50,-,,MoM\src\Spells137.c:205,-,N/A
_treaty_type_names,char *,35BA,-,,MoM\src\MagicScr.c:188,-,N/A
_ulw_window_field,int16_t,C00E,-,,MoM\src\UnitList.c:38,-,N/A
_unit,int16_t,BD8E,-,,MoX\src\MOM_DAT.h:4169,-,N/A
_unit_colored_backgrounds_seg,SAMB_ptr,CB92,-,,MoM\src\MainScr.c:627,-,N/A
_unit_stack_count,int16_t,999C,-,,MoX\src\MOM_DAT.h:3904,-,N/A
_unit_window_start_x,int16_t,C084,-,,MoX\src\MOM_DAT.c:3149,-,N/A
_unit_window_start_y,int16_t,C082,-,,MoX\src\MOM_DAT.c:3145,-,N/A
_unitlist_background_seg,SAMB_ptr,9756,-,,MoX\src\MOM_DAT.c:2026,-,N/A
_unitlist_bottom_seg,SAMB_ptr,9754,-,,MoX\src\MOM_DAT.c:2023,-,N/A
_vortex_count,int16_t,D152,-,,MoM\src\Combat.c:1378,-,N/A
_wait_button,int16_t,C06C,-,,MoM\src\MainScr.c:291,-,N/A
_wall_rise_frame,int16_t,9270,-,,MoX\src\MOM_DAT.c:1214,-,N/A
_wall_rise_on,int16_t,9272,-,,MoX\src\MOM_DAT.c:1216,-,N/A
_wall_rise_type,int16_t,D27C,-,,MoM\src\Combat.c:1425,-,N/A
_wallrise_seg,SAMB_ptr,CFA2,-,,MoM\src\Combat.c:1154,-,N/A
_wizard_abilities_names,char *,012A,-,,MoX\src\MOM_DAT.c:263,-,N/A
_xtra_mana_pos,int16_t,CA18,-,,MoX\src\MOM_DAT.c:3477,-,N/A
a00,char,2C3D,-,,MoM\src\CityScr.c:115,-,N/A
a10,char,3874,-,,MoM\src\AdvsrScr.c:106,-,N/A
a10Gold,char,54B0,-,,MoM\src\Surveyor.c:129,-,N/A
a112Food,char,5441,-,,MoM\src\Surveyor.c:103,-,N/A
a12Food,char,5423,-,,MoM\src\Surveyor.c:97,-,N/A
a1Food,char,549D,-,,MoM\src\Surveyor.c:123,-,N/A
a1Power,char,550E,-,,MoM\src\Surveyor.c:154,-,N/A
a1_0,char,3877,-,,MoM\src\AdvsrScr.c:108,-,N/A
a1_5,char,387F,-,,MoM\src\AdvsrScr.c:114,-,N/A
a20,char,387C,-,,MoM\src\AdvsrScr.c:112,-,N/A
a20Gold,char,540D,-,,MoM\src\Surveyor.c:93,-,N/A
a2Food,char,5406,-,,MoM\src\Surveyor.c:91,-,N/A
a2Food_0,char,55B6,-,,MoM\src\Surveyor.c:178,-,N/A
a2Gold,char,54ED,-,,MoM\src\Surveyor.c:146,-,N/A
a2Power,char,5526,-,,MoM\src\Surveyor.c:158,-,N/A
a2_0,char,3886,-,,MoM\src\AdvsrScr.c:118,-,N/A
a2_5,char,388B,-,,MoM\src\AdvsrScr.c:122,-,N/A
a30,char,3883,-,,MoM\src\AdvsrScr.c:116,-,N/A
a30Gold,char,542C,-,,MoM\src\Surveyor.c:99,-,N/A
a3Gold,char,54DA,-,,MoM\src\Surveyor.c:142,-,N/A
a3Power,char,553E,-,,MoM\src\Surveyor.c:162,-,N/A
a3Production,char,5455,-,,MoM\src\Surveyor.c:107,-,N/A
a3_0,char,3892,-,,MoM\src\AdvsrScr.c:126,-,N/A
a45,char,3888,-,,MoM\src\AdvsrScr.c:120,-,N/A
a5Gold,char,54FA,-,,MoM\src\Surveyor.c:150,-,N/A
a5Power,char,5556,-,,MoM\src\Surveyor.c:166,-,N/A
a5Production,char,546D,-,,MoM\src\Surveyor.c:111,-,N/A
a60,char,388F,-,,MoM\src\AdvsrScr.c:124,-,N/A
a75,char,3894,-,,MoM\src\AdvsrScr.c:128,-,N/A
aAccept_0,char,4F3E,-,,MoM\src\DIPLOMAC.c:362,-,N/A
aAdamantiumOre,char,5517,-,,MoM\src\Surveyor.c:156,-,N/A
aAggressive,char,2823,-,,MoX\src\MOM_DAT.c:591,-,N/A
aAgree,char,4F4C,-,,MoM\src\DIPLOMAC.c:366,-,N/A
aAlliance,char,4D0A,-,,MoM\src\DIPLOMAC.c:254,-,N/A
aAlliance_0,char,4FED,-,,MoM\src\DIPLOMAC.c:384,-,N/A
aAlliance_1,char,362D,-,,MoM\src\MagicScr.c:57,-,N/A
aAsAnIncentive,char,4FCB,-,,MoM\src\DIPLOMAC.c:376,-,N/A
aBadMoon,char,631B,-,,MoM\src\REPORT.c:68,-,N/A
aBind_,char,6BBD,-,,MoM\src\SPLMASTR.c:122,-,N/A
aBlackWind,char,6768,-,,MoM\src\Spells130.c:54,-,N/A
aBlueConjunctio,char,6346,-,,MoM\src\REPORT.c:74,-,N/A
aBreakAlliance,char,4D90,-,,MoM\src\DIPLOMAC.c:266,-,N/A
aBreakAllianceW,char,4D4B,-,,MoM\src\DIPLOMAC.c:260,-,N/A
aBreakWizardPac,char,4D7C,-,,MoM\src\DIPLOMAC.c:264,-,N/A
aByPurchasing,char,2ACB,-,,MoM\src\CityScr.c:69,-,N/A
aCallTheVoid,char,6686,-,,MoM\src\Spells129.c:48,-,N/A
aCastOnThem,char,6ACB,-,,MoM\src\OverSpel.c:79,-,N/A
aCastingSkill,char,352A,-,,MoM\src\MagicScr.c:113,-,N/A
aCasting_0,char,3558,-,,MoM\src\MagicScr.c:126,-,N/A
aCasts,char,6CB2,-,,MoM\src\Spells137.c:103,-,N/A
aCave,char,55E9,-,,MoM\src\Surveyor.c:186,-,N/A
aChampionSumm_0,char,6C82,-,,MoM\src\Spells137.c:88,-,N/A
aChangeTerrain,char,678D,-,,MoM\src\Spells130.c:66,-,N/A
aChaosChannels,char,66ED,-,,MoM\src\Spells129.c:68,-,N/A
aChaosNode,char,5631,-,,MoM\src\Surveyor.c:204,-,N/A
aChaotic,char,282E,-,,MoX\src\MOM_DAT.c:593,-,N/A
aChooseTargetFo,char,6D33,-,,MoM\src\Spells137.c:142,-,N/A
aCityDeaths,char,645E,-,,MoM\src\REPORT.c:98,-,N/A
aCityGrowth,char,6433,-,,MoM\src\REPORT.c:94,-,N/A
aCitySpellsDiss,char,64BE,-,,MoM\src\REPORT.c:108,-,N/A
aCity_0,char,2AA2,-,,MoM\src\CityScr.c:61,-,N/A
aCoal,char,5587,-,,MoM\src\Surveyor.c:172,-,N/A
aCorruption,char,54C2,-,,MoM\src\Surveyor.c:134,-,N/A
aCorruption_0,char,67BC,-,,MoM\src\Spells130.c:74,-,N/A
aCrysxCrystals,char,5547,-,,MoM\src\Surveyor.c:164,-,N/A
aDeclarationOfW,char,4D24,-,,MoM\src\DIPLOMAC.c:258,-,N/A
aDesert,char,547C,-,,MoM\src\Surveyor.c:113,-,N/A
aDesertedLackOf,char,6372,-,,MoM\src\REPORT.c:80,-,N/A
aDesertedLack_0,char,638D,-,,MoM\src\REPORT.c:82,-,N/A
aDesertedToMake,char,63C4,-,,MoM\src\REPORT.c:86,-,N/A
aDestroyed,char,6CBA,-,,MoM\src\Spells137.c:106,-,N/A
aDestroyedBui_0,char,6484,-,,MoM\src\REPORT.c:102,-,N/A
aDisjunct_,char,6BB3,-,,MoM\src\SPLMASTR.c:120,-,N/A
aDisjunction,char,6B3E,-,,MoM\src\OverSpel.c:92,-,N/A
aDisjunctionUns,char,6BF9,-,,MoM\src\SPLMASTR.c:128,-,N/A
aDispelledLackO,char,63A8,-,,MoM\src\REPORT.c:84,-,N/A
aDoYouWishToAllowThe,char,3983,-,,MoM\src\AdvsrScr.c:223,-,N/A
aDoYouWishToCancelYour,char,3493,-,,MoM\src\MagicScr.c:96,-,N/A
aDoYouWishToSpend,char,2AAD,-,,MoM\src\CityScr.c:65,-,N/A
aDrownedBecause,char,63E9,-,,MoM\src\REPORT.c:88,-,N/A
aDungeon,char,55EE,-,,MoM\src\Surveyor.c:188,-,N/A
aEarthLore,char,6773,-,,MoM\src\Spells130.c:60,-,N/A
aEarthquake,char,672A,-,,MoM\src\Spells129.c:78,-,N/A
aEnchantRoad,char,67D6,-,,MoM\src\Spells130.c:78,-,N/A
aExchangeSpells,char,4CDF,-,,MoM\src\DIPLOMAC.c:248,-,N/A
aExpansionist,char,2874,-,,MoX\src\MOM_DAT.c:610,-,N/A
aFinalWar,char,363A,-,,MoM\src\MagicScr.c:61,-,N/A
aForest,char,544E,-,,MoM\src\Surveyor.c:105,-,N/A
aForgetIt,char,4D70,-,,MoM\src\DIPLOMAC.c:262,-,N/A
aForgetIt_0,char,4F2E,-,,MoM\src\DIPLOMAC.c:355,-,N/A
aForgetIt_1,char,4F52,-,,MoM\src\DIPLOMAC.c:368,-,N/A
aGems,char,54F5,-,,MoM\src\Surveyor.c:148,-,N/A
aGlobalSpellsDi,char,64D5,-,,MoM\src\REPORT.c:110,-,N/A
aGoldOre,char,54D1,-,,MoM\src\Surveyor.c:140,-,N/A
aGold_0,char,4F1F,-,,MoM\src\DIPLOMAC.c:351,-,N/A
aGold_2,char,4FE7,-,,MoM\src\DIPLOMAC.c:382,-,N/A
aGold_3,char,2AC4,-,,MoM\src\CityScr.c:67,-,N/A
aGoodBye,char,4CF1,-,,MoM\src\DIPLOMAC.c:250,-,N/A
aGoodMoon,char,6311,-,,MoM\src\REPORT.c:66,-,N/A
aGrasslands,char,5436,-,,MoM\src\Surveyor.c:101,-,N/A
aGreenConjuncti,char,6334,-,,MoM\src\REPORT.c:72,-,N/A
aGuardianSpir_0,char,5643,-,,MoM\src\Surveyor.c:208,-,N/A
aHasBeenDeserte,char,62A9,-,,MoM\src\REPORT.c:46,-,N/A
aHasBeenSpellBl,char,6D4F,-,,MoM\src\Spells137.c:146,-,N/A
aHasCompletedTheCons,char,2C5D,-,,MoM\src\CityScr.c:135,-,N/A
aHasGrownIntoAH,char,62BD,-,,MoM\src\REPORT.c:48,-,N/A
aHasGrownToAPop,char,643F,-,,MoM\src\REPORT.c:96,-,N/A
aHasLostIts,char,6498,-,,MoM\src\REPORT.c:104,-,N/A
aHate,char,35C4,-,,MoM\src\MagicScr.c:198,-,N/A
aHeroSummoned_0,char,6C74,-,,MoM\src\Spells137.c:86,-,N/A
aHills,char,5490,-,,MoM\src\Surveyor.c:119,-,N/A
aHowMayIServeYo,char,4C6F,-,,MoM\src\DIPLOMAC.c:295,-,N/A
aIn,char,62F8,-,,MoM\src\REPORT.c:62,-,N/A
aInExchangeYouWillRe,char,4F5C,-,,MoM\src\DIPLOMAC.c:370,-,N/A
aIronOre,char,555F,-,,MoM\src\Surveyor.c:168,-,N/A
aItemEnchanted,char,6C65,-,,MoM\src\Spells137.c:84,-,N/A
aKeep,char,55FD,-,,MoM\src\Surveyor.c:192,-,N/A
aKilledBy,char,6427,-,,MoM\src\REPORT.c:92,-,N/A
aLair,char,5602,-,,MoM\src\Surveyor.c:194,-,N/A
aLawful,char,2836,-,,MoX\src\MOM_DAT.c:595,-,N/A
aLoses,char,6D67,-,,MoM\src\Spells137.c:148,-,N/A
aLycanthropy,char,68D2,-,,MoM\src\Spells132.c:62,-,N/A
aMagicReserve,char,353D,-,,MoM\src\MagicScr.c:122,-,N/A
aMagicSpirit_0,char,5653,-,,MoM\src\Surveyor.c:210,-,N/A
aManaShort,char,6357,-,,MoM\src\REPORT.c:76,-,N/A
aManiacal,char,2811,-,,MoX\src\MOM_DAT.c:586,-,N/A
aMilitarist,char,2851,-,,MoX\src\MOM_DAT.c:604,-,N/A
aMithrilOre,char,5502,-,,MoM\src\Surveyor.c:152,-,N/A
aMore___,char,357E,-,,MoM\src\MagicScr.c:138,-,N/A
aMountain,char,5464,-,,MoM\src\Surveyor.c:109,-,N/A
aMoveFortress,char,671C,-,,MoM\src\Spells129.c:76,-,N/A
aName,char,3218,-,,MoM\src\CityList.c:60,-,N/A
aNatureNode,char,5625,-,,MoM\src\Surveyor.c:202,-,N/A
aNatureSCures,char,670D,-,,MoM\src\Spells129.c:74,-,N/A
aNatureSWrathSt,char,673B,-,,MoM\src\Spells129.c:82,-,N/A
aNoEventsThisMo,char,64EE,-,,MoM\src\REPORT.c:112,-,N/A
aNoTreaty,char,3617,-,,MoM\src\MagicScr.c:52,-,N/A
aNone,char,3579,-,,MoM\src\MagicScr.c:135,-,N/A
aNowHasAPopulat,char,646A,-,,MoM\src\REPORT.c:100,-,N/A
aOcean,char,54A4,-,,MoM\src\Surveyor.c:125,-,N/A
aOf_0,char,54CD,-,,MoM\src\Surveyor.c:137,-,N/A
aOfferTribute,char,4CCF,-,,MoM\src\DIPLOMAC.c:246,-,N/A
aOnlyNormalUn_0,char,6AD9,-,,MoM\src\OverSpel.c:81,-,N/A
aOnlyNormalUnit,char,6AAF,-,,MoM\src\OverSpel.c:77,-,N/A
aPeaceTreaty,char,4D15,-,,MoM\src\DIPLOMAC.c:256,-,N/A
aPeaceful,char,283D,-,,MoX\src\MOM_DAT.c:597,-,N/A
aPerfectionist,char,2866,-,,MoX\src\MOM_DAT.c:608,-,N/A
aPerhapsYouWouldReco,char,4F99,-,,MoM\src\DIPLOMAC.c:374,-,N/A
aPlague,char,2C17,-,,MoM\src\CityScr.c:107,-,N/A
aPlains,char,5496,-,,MoM\src\Surveyor.c:121,-,N/A
aPointsOfCastin,char,6D6F,-,,MoM\src\Spells137.c:150,-,N/A
aPointsOfMana,char,6D8A,-,,MoM\src\Spells137.c:152,-,N/A
aPop,char,3222,-,,MoM\src\CityList.c:64,-,N/A
aPop_Boom,char,2C21,-,,MoM\src\CityScr.c:109,-,N/A
aPopulation,char,2A8C,-,,MoM\src\CityScr.c:57,-,N/A
aPopulationBoom,char,62FD,-,,MoM\src\REPORT.c:64,-,N/A
aPopulation_0,char,2C2E,-,,MoM\src\CityScr.c:111,-,N/A
aPowerBase,char,354C,-,,MoM\src\MagicScr.c:124,-,N/A
aPragmatist,char,2846,-,,MoX\src\MOM_DAT.c:601,-,N/A
aPrd,char,322B,-,,MoM\src\CityList.c:68,-,N/A
aProducing,char,322F,-,,MoM\src\CityList.c:70,-,N/A
aProduction,char,2A97,-,,MoM\src\CityScr.c:59,-,N/A
aProposeTreaty,char,4C9F,-,,MoM\src\DIPLOMAC.c:238,-,N/A
aProtectsCityFr,char,55C9,-,,MoM\src\Surveyor.c:182,-,N/A
aQuorkCrystals,char,552F,-,,MoM\src\Surveyor.c:160,-,N/A
aRace,char,321D,-,,MoM\src\CityList.c:62,-,N/A
aRaiseVolcano,char,67A4,-,,MoM\src\Spells130.c:70,-,N/A
aRedConjunction,char,6324,-,,MoM\src\REPORT.c:70,-,N/A
aReducesNorma_0,char,558C,-,,MoM\src\Surveyor.c:174,-,N/A
aReducesNormalU,char,5568,-,,MoM\src\Surveyor.c:170,-,N/A
aReject_0,char,4F45,-,,MoM\src\DIPLOMAC.c:364,-,N/A
aRelationsHaveB,char,6DA1,-,,MoM\src\Spells137.c:158,-,N/A
aResearching,char,3561,-,,MoM\src\MagicScr.c:129,-,N/A
aRiver,char,5400,-,,MoM\src\Surveyor.c:89,-,N/A
aRiverMouth,char,5417,-,,MoM\src\Surveyor.c:95,-,N/A
aRp_0,char,3522,-,,MoM\src\MagicScr.c:108,-,N/A
aRuins,char,5607,-,,MoM\src\Surveyor.c:196,-,N/A
aRuthless,char,281A,-,,MoX\src\MOM_DAT.c:589,-,N/A
aSelectAHeroToR,char,6B50,-,,MoM\src\SPLMASTR.c:97,-,N/A
aSelectASpellTo,char,6BA0,-,,MoM\src\SPLMASTR.c:118,-,N/A
aSelectASpellWa,char,6827,-,,MoM\src\Spells130.c:92,-,N/A
aSellingBackYour,char,2B33,-,,MoM\src\CityScr.c:83,-,N/A
aShore,char,54AA,-,,MoM\src\Surveyor.c:127,-,N/A
aSilverOre,char,54E2,-,,MoM\src\Surveyor.c:144,-,N/A
aSorceryNode,char,5618,-,,MoM\src\Surveyor.c:200,-,N/A
aSp,char,3526,-,,MoM\src\MagicScr.c:110,-,N/A
aSpace,char,335E,-,,MoM\src\SCastScr.c:62,-,N/A
aSpellBindingUn,char,6C11,-,,MoM\src\SPLMASTR.c:130,-,N/A
aSpellBlast,char,6B32,-,,MoM\src\OverSpel.c:89,-,N/A
aSpellOfReturn,char,68EC,-,,MoM\src\Spells132.c:66,-,N/A
aSpellSuccesf_0,char,6BE0,-,,MoM\src\SPLMASTR.c:126,-,N/A
aSpellSuccesful,char,6BC3,-,,MoM\src\SPLMASTR.c:124,-,N/A
aSpellWard,char,681C,-,,MoM\src\Spells130.c:90,-,N/A
aSpell_0,char,6D48,-,,MoM\src\Spells137.c:144,-,N/A
aSpell_1,char,34D2,-,,MoM\src\MagicScr.c:98,-,N/A
aSpells,char,4F25,-,,MoM\src\DIPLOMAC.c:353,-,N/A
aSummonTo,char,356E,-,,MoM\src\MagicScr.c:132,-,N/A
aSummoned,char,6C5B,-,,MoM\src\Spells137.c:82,-,N/A
aSwamp,char,5483,-,,MoM\src\Surveyor.c:115,-,N/A
aTaxPerPopulation,char,3897,-,,MoM\src\AdvsrScr.c:130,-,N/A
aTemple,char,55F6,-,,MoM\src\Surveyor.c:190,-,N/A
aThatCityAlread,char,6B08,-,,MoM\src\OverSpel.c:83,-,N/A
aTheArmiesOf,char,324F,-,,MoM\src\ArmyList.c:79,-,N/A
aTheCitiesOf,char,3209,-,,MoM\src\CityList.c:58,-,N/A
aTheOutpostOf,char,6299,-,,MoM\src\REPORT.c:44,-,N/A
aThe_0,char,6B4F,-,,MoM\src\SPLMASTR.c:89,-,N/A
aThe_2,char,2C58,-,,MoM\src\CityScr.c:133,-,N/A
aThereAreNoGlob,char,6C2B,-,,MoM\src\SPLMASTR.c:132,-,N/A
aTheurgist,char,285C,-,,MoX\src\MOM_DAT.c:606,-,N/A
aThreatenBreakT,char,4CB7,-,,MoM\src\DIPLOMAC.c:244,-,N/A
aThreatenToAtta,char,4DA1,-,,MoM\src\DIPLOMAC.c:268,-,N/A
aTime,char,3239,-,,MoM\src\CityList.c:72,-,N/A
aTower,char,55E3,-,,MoM\src\Surveyor.c:184,-,N/A
aTransmute,char,67B2,-,,MoM\src\Spells130.c:72,-,N/A
aTreaty,char,5002,-,,MoM\src\DIPLOMAC.c:388,-,N/A
aTundra,char,5489,-,,MoM\src\Surveyor.c:117,-,N/A
aTurn_0,char,2C4B,-,,MoM\src\CityScr.c:123,-,N/A
aTurnsRemainingUntil,char,2E9C,-,,MoM\src\MainScr.c:165,-,N/A
aTurns_0,char,2C45,-,,MoM\src\CityScr.c:121,-,N/A
aUnexplored,char,560D,-,,MoM\src\Surveyor.c:198,-,N/A
aUnitSpellsDiss,char,64A7,-,,MoM\src\REPORT.c:106,-,N/A
aUnitsDisbanded,char,6362,-,,MoM\src\REPORT.c:78,-,N/A
aUnitsKilled,char,641A,-,,MoM\src\REPORT.c:90,-,N/A
aVolcano,char,54BA,-,,MoM\src\Surveyor.c:131,-,N/A
aWallOfStone,char,68DE,-,,MoM\src\Spells132.c:64,-,N/A
aWalls,char,2AA7,-,,MoM\src\CityScr.c:63,-,N/A
aWar,char,3636,-,,MoM\src\MagicScr.c:59,-,N/A
aWarpNode,char,66FC,-,,MoM\src\Spells129.c:70,-,N/A
aWarped,char,563C,-,,MoM\src\Surveyor.c:206,-,N/A
aWhatDoYouOffer,char,4EC0,-,,MoM\src\DIPLOMAC.c:336,-,N/A
aWhatIfWeWereToAlsoO,char,4F7A,-,,MoM\src\DIPLOMAC.c:372,-,N/A
aWhatTypeOfSpel,char,4EDE,-,,MoM\src\DIPLOMAC.c:338,-,N/A
aWhatWillYouTra,char,4F00,-,,MoM\src\DIPLOMAC.c:340,-,N/A
aWildGame,char,55AC,-,,MoM\src\Surveyor.c:176,-,N/A
aWillCeaseProductionOfYour1,char,2B33,-,,MoM\src\CityScr.c:85,-,N/A
aWillCeaseProductionOfYour2,char,2B69,-,,MoM\src\CityScr.c:87,-,N/A
aWizardPact,char,4CFC,-,,MoM\src\DIPLOMAC.c:252,-,N/A
aWizardPact_0,char,4FF6,-,,MoM\src\DIPLOMAC.c:386,-,N/A
aWizardPact_1,char,3621,-,,MoM\src\MagicScr.c:55,-,N/A
aWordOfRecall,char,67C7,-,,MoM\src\Spells130.c:76,-,N/A
aYou,char,6753,-,,MoM\src\Spells129.c:84,-,N/A
aYouCanOnlySellBackO,char,2B04,-,,MoM\src\CityScr.c:79,-,N/A
aYouCast,char,6CA8,-,,MoM\src\Spells137.c:100,-,N/A
aYouMayNotContactOth,char,34DB,-,,MoM\src\MagicScr.c:101,-,N/A
aYouMayNotThrowAnySp,char,2E52,-,,MoM\src\MainScr.c:163,-,N/A
